,Date,Duokong Ret
82,2023-05-10,-0.01178605
83,2023-05-11,0.0009655
84,2023-05-12,-0.0101891
85,2023-05-15,0.009953
86,2023-05-16,0.014714050000000001
87,2023-05-17,-0.007410999999999999
88,2023-05-18,-0.014653000000000003
89,2023-05-19,-0.0047528
90,2023-05-22,-0.0017182999999999996
91,2023-05-23,-0.004071400000000001
92,2023-05-24,-0.0025586500000000004
93,2023-05-25,-0.01615285
94,2023-05-26,-0.014779050000000002
95,2023-05-29,0.01068205
96,2023-05-30,-0.0202798
97,2023-05-31,-0.0007164999999999999
98,2023-06-01,-0.0016326000000000001
99,2023-06-02,0.0024723500000000003
100,2023-06-05,-0.007986549999999999
101,2023-06-06,-0.00032119999999999984
102,2023-06-07,-0.0038162999999999995
103,2023-06-08,0.0024935499999999998
104,2023-06-09,-0.0072925
105,2023-06-12,-0.003819500000000001
106,2023-06-13,-0.010041
107,2023-06-14,-0.0069425500000000005
108,2023-06-15,0.0076328
109,2023-06-16,-0.0004228999999999999
110,2023-06-19,-0.013410350000000001
111,2023-06-20,-0.0062180000000000004
112,2023-06-21,0.0196914
113,2023-06-26,0.0225519
114,2023-06-27,0.01289305
115,2023-06-28,0.008307350000000002
116,2023-06-29,-0.0018651499999999999
117,2023-06-30,-0.0009432000000000006
118,2023-07-03,0.0100202
119,2023-07-04,-0.006407100000000001
120,2023-07-05,0.00931465
121,2023-07-06,-8.694999999999984e-05
122,2023-07-07,0.01171525
123,2023-07-10,0.010606299999999999
124,2023-07-11,-0.00024490000000000015
125,2023-07-12,0.0003853
126,2023-07-13,0.0078011
127,2023-07-14,-0.012977750000000001
128,2023-07-17,-0.00034979999999999983
129,2023-07-18,0.011208599999999999
130,2023-07-19,0.0037277499999999997
131,2023-07-20,0.00690585
132,2023-07-21,0.019545550000000002
133,2023-07-24,-0.0006676999999999999
134,2023-07-25,0.03293045
135,2023-07-26,0.025301800000000003
136,2023-07-27,0.00689545
137,2023-07-28,0.01632855
138,2023-07-31,0.01580495
139,2023-08-01,0.0055273
140,2023-08-02,-0.0017378499999999998
141,2023-08-03,0.00889285
142,2023-08-04,-0.0109331
143,2023-08-07,-0.010473449999999999
144,2023-08-08,-0.0024473000000000003
145,2023-08-09,0.00032320000000000005
146,2023-08-10,0.00427815
147,2023-08-11,-0.0027741
148,2023-08-14,-0.01502695
149,2023-08-15,0.0054249
150,2023-08-16,0.0229483
151,2023-08-17,-0.01584465
152,2023-08-18,0.0015107000000000002
153,2023-08-21,0.0008583500000000001
154,2023-08-22,-0.0170135
155,2023-08-23,-0.0054135
156,2023-08-24,-0.0029495499999999996
157,2023-08-25,0.02947055
158,2023-08-28,0.0207585
159,2023-08-29,-0.02039815
160,2023-08-30,-0.03337525
161,2023-08-31,-0.018671550000000002
162,2023-09-01,-0.014054849999999999
163,2023-09-04,-0.01007545
164,2023-09-05,-0.007181600000000001
165,2023-09-06,0.00827435
166,2023-09-07,0.0033858999999999994
167,2023-09-08,-0.00715365
168,2023-09-11,-0.00845545
169,2023-09-12,0.00199265
170,2023-09-13,0.012093650000000001
171,2023-09-14,0.0058252
172,2023-09-15,-0.0010823000000000004
173,2023-09-18,-0.010563300000000001
174,2023-09-19,0.0087314
175,2023-09-20,0.0032185
176,2023-09-21,0.00810555
177,2023-09-22,-0.0159913
178,2023-09-25,-0.01670655
179,2023-09-26,0.0005407999999999999
180,2023-09-27,-0.00728645
181,2023-09-28,-0.0051556499999999995
182,2023-10-09,0.0085561
183,2023-10-10,0.0027665999999999997
184,2023-10-11,-0.0008529000000000005
185,2023-10-12,0.0071582500000000005
186,2023-10-13,-0.0058742
187,2023-10-16,0.0121168
188,2023-10-17,-0.004837800000000001
189,2023-10-18,0.0027322999999999996
190,2023-10-19,0.003385
191,2023-10-20,0.019917200000000003
192,2023-10-23,0.004842249999999999
193,2023-10-24,-0.005459
194,2023-10-25,0.00305045
195,2023-10-26,0.00030680000000000003
196,2023-10-27,-0.0081684
197,2023-10-30,-0.00570925
198,2023-10-31,0.006813950000000001
199,2023-11-01,-0.0021003
200,2023-11-02,0.009153449999999999
201,2023-11-03,-0.0150229
202,2023-11-06,-0.0067621
203,2023-11-07,-0.01036865
204,2023-11-08,-0.0039742
205,2023-11-09,-0.0028268499999999997
206,2023-11-10,0.00560085
207,2023-11-13,0.0014728000000000002
208,2023-11-14,-0.0049598
209,2023-11-15,-0.0019893000000000003
210,2023-11-16,-0.0042833
211,2023-11-17,-0.00991945
212,2023-11-20,-0.0101061
213,2023-11-21,0.01636165
214,2023-11-22,0.00896395
215,2023-11-23,0.0035404
216,2023-11-24,-0.0009385000000000003
217,2023-11-27,-0.0092481
218,2023-11-28,0.0077415999999999995
219,2023-11-29,-0.0054938
220,2023-11-30,-0.0059526
221,2023-12-01,0.00408185
222,2023-12-04,0.00232255
223,2023-12-05,0.00551015
224,2023-12-06,0.0048366
225,2023-12-07,0.00553445
226,2023-12-08,-0.0119658
227,2023-12-11,-0.00536585
228,2023-12-12,-0.0016447
229,2023-12-13,-0.0021701
230,2023-12-14,0.0129693
231,2023-12-15,0.012816249999999998
232,2023-12-18,-0.0012330999999999998
233,2023-12-19,-0.00928725
234,2023-12-20,-0.0071824
235,2023-12-21,0.0025998999999999996
236,2023-12-22,0.010809599999999999
237,2023-12-25,-0.0015660000000000001
238,2023-12-26,0.006414700000000001
239,2023-12-27,-0.0051068
240,2023-12-28,-0.0013318499999999994
241,2023-12-29,-0.01394805
242,2024-01-02,0.01117615
243,2024-01-03,0.0093111
244,2024-01-04,0.0077437999999999995
245,2024-01-05,0.02179735
246,2024-01-08,-0.0146915
247,2024-01-09,-0.00685965
248,2024-01-10,0.0095483
249,2024-01-11,-0.0101883
250,2024-01-12,0.01958075
251,2024-01-15,0.0013721999999999996
252,2024-01-16,-0.004487
253,2024-01-17,-0.0013127500000000003
254,2024-01-18,-0.0084413
255,2024-01-19,0.0056859
256,2024-01-22,0.0202356
257,2024-01-23,0.00577545
258,2024-01-24,0.0016329500000000004
259,2024-01-25,0.00548595
260,2024-01-26,0.019420399999999997
261,2024-01-29,0.0189242
262,2024-01-30,-0.00725195
263,2024-01-31,0.013267399999999999
264,2024-02-01,-0.0021214500000000004
265,2024-02-02,0.027655950000000002
266,2024-02-05,0.0313
267,2024-02-06,0.029097050000000003
268,2024-02-07,0.03332205
269,2024-02-08,-0.01901505
270,2024-02-19,-0.018772900000000002
271,2024-02-20,-0.0318981
272,2024-02-21,-0.0029082
273,2024-02-22,-0.022573799999999998
274,2024-02-23,-0.02156655
275,2024-02-26,-0.03772395
276,2024-02-27,-0.01317635
277,2024-02-28,0.0252886
278,2024-02-29,-0.0038585
279,2024-03-01,0.0033258000000000003
280,2024-03-04,-0.013751099999999999
281,2024-03-05,-0.00308625
282,2024-03-06,0.0009551000000000001
283,2024-03-07,0.0035117000000000004
284,2024-03-08,-0.007935649999999999
285,2024-03-11,4.615000000000016e-05
286,2024-03-12,-0.008662
287,2024-03-13,-0.015791
288,2024-03-14,0.01026205
289,2024-03-15,0.00385775
290,2024-03-18,-0.008791700000000001
291,2024-03-19,-0.00711445
292,2024-03-20,-0.01240975
293,2024-03-21,-0.00525025
294,2024-03-22,-0.01438535
295,2024-03-25,0.02167455
296,2024-03-26,0.0103352
297,2024-03-27,0.0104414
298,2024-03-28,-0.0110367
299,2024-03-29,0.007122450000000001
300,2024-04-01,-0.00226115
301,2024-04-02,0.00546895
302,2024-04-03,0.00618145
303,2024-04-08,0.015854550000000002
304,2024-04-09,0.0046617
305,2024-04-10,-0.00642145
306,2024-04-11,0.018661749999999998
307,2024-04-12,0.0009956000000000006
308,2024-04-15,0.013992049999999997
309,2024-04-16,0.0124143
310,2024-04-17,-0.0143049
311,2024-04-18,-0.01603705
312,2024-04-19,-0.0015474500000000001
313,2024-04-22,0.019297799999999997
314,2024-04-23,-0.00665535
315,2024-04-24,-0.0074857000000000005
316,2024-04-25,-0.00497345
317,2024-04-26,-0.00956305
318,2024-04-29,0.00989865
319,2024-04-30,-0.004425050000000001
320,2024-05-06,-0.017002999999999997
321,2024-05-07,-0.0029408
322,2024-05-08,-0.0033535
323,2024-05-09,0.0018152500000000002
324,2024-05-10,0.0117485
325,2024-05-13,-0.0033359
326,2024-05-14,0.00220665
327,2024-05-15,0.01260405
328,2024-05-16,0.01141185
329,2024-05-17,0.00705865
330,2024-05-20,-0.00483425
331,2024-05-21,-0.00218075
332,2024-05-22,0.00541
333,2024-05-23,-0.0008166999999999994
334,2024-05-24,-0.0009437500000000005
335,2024-05-27,-0.00204055
336,2024-05-28,0.004454049999999999
337,2024-05-29,-0.01083545
338,2024-05-30,0.00014869999999999982
339,2024-05-31,0.0006326
340,2024-06-03,-0.00197635
341,2024-06-04,0.011921949999999999
342,2024-06-05,-0.00499845
343,2024-06-06,-0.0008897000000000002
344,2024-06-07,0.0004402999999999998
345,2024-06-11,-0.00632815
346,2024-06-12,-0.00614665
347,2024-06-13,-0.00280345
348,2024-06-14,0.0080636
349,2024-06-17,-0.005648950000000001
350,2024-06-18,-0.0102433
351,2024-06-19,-0.005709199999999999
352,2024-06-20,0.00936385
353,2024-06-21,-0.00257555
354,2024-06-24,0.0019981
355,2024-06-25,-0.007475900000000001
356,2024-06-26,0.0012273000000000002
357,2024-06-27,0.0023686
358,2024-06-28,-0.0052451
359,2024-07-01,0.00681285
360,2024-07-02,0.0094235
361,2024-07-03,0.01987475
362,2024-07-04,0.0005354499999999998
363,2024-07-05,0.00870075
364,2024-07-08,0.0009830999999999998
365,2024-07-09,-0.0190403
366,2024-07-10,0.00594065
367,2024-07-11,-0.003431950000000001
368,2024-07-12,0.00013349999999999986
369,2024-07-15,-0.0004241
370,2024-07-16,-0.00022330000000000006
371,2024-07-17,0.0162492
372,2024-07-18,-0.00139585
373,2024-07-19,-0.0107797
374,2024-07-22,-0.008705250000000001
375,2024-07-23,0.006803050000000001
376,2024-07-24,0.002530799999999999
377,2024-07-25,0.0014565500000000002
378,2024-07-26,0.0043584999999999995
379,2024-07-29,-0.00239165
380,2024-07-30,-0.00506015
381,2024-07-31,-0.0036296
382,2024-08-01,-0.0006770999999999999
383,2024-08-02,0.006447549999999999
384,2024-08-05,0.009765550000000001
385,2024-08-06,-0.00020794999999999985
386,2024-08-07,-0.0174869
387,2024-08-08,0.0109524
388,2024-08-09,0.0058613499999999995
389,2024-08-12,-0.00922265
390,2024-08-13,0.00587195
391,2024-08-14,-0.004165
392,2024-08-15,0.0042156
393,2024-08-16,0.0075913
394,2024-08-19,0.00856615
395,2024-08-20,-0.0033885
396,2024-08-21,0.00293785
397,2024-08-22,0.0035868
398,2024-08-23,0.00772385
399,2024-08-26,0.00549725
400,2024-08-27,0.00386655
401,2024-08-28,-0.0005808499999999997
402,2024-08-29,-0.00164375
403,2024-08-30,-0.00999815
404,2024-09-02,0.00465665
405,2024-09-03,-0.007972650000000001
406,2024-09-04,0.0008135999999999999
407,2024-09-05,-0.0023958
408,2024-09-06,0.0031792500000000002
409,2024-09-09,-0.00262955
410,2024-09-10,0.0038013500000000006
411,2024-09-11,-0.008093649999999999
412,2024-09-12,0.0010707499999999999
413,2024-09-13,0.01088505
414,2024-09-18,-0.007805149999999999
415,2024-09-19,0.0032709500000000003
416,2024-09-20,-0.0007919499999999999
417,2024-09-23,0.00421235
418,2024-09-24,0.013398650000000002
419,2024-09-25,0.0014826499999999999
420,2024-09-26,0.007415450000000001
421,2024-09-27,-0.012343
422,2024-09-30,-0.0021255499999999995
423,2024-10-08,-0.014343250000000002
424,2024-10-09,0.0170684
425,2024-10-10,0.0041628
426,2024-10-11,-0.00668785
427,2024-10-14,-0.0089519
428,2024-10-15,-0.007296599999999999
429,2024-10-16,0.0033908000000000002
430,2024-10-17,0.0037478500000000005
431,2024-10-18,-0.0049283999999999994
432,2024-10-21,-0.01395405
433,2024-10-22,0.00257295
434,2024-10-23,-0.01315805
435,2024-10-24,-0.0036301
436,2024-10-25,-0.0084018
437,2024-10-28,-0.01064645
438,2024-10-29,0.013388249999999999
439,2024-10-30,-0.019056049999999998
440,2024-10-31,-0.0325178
441,2024-11-01,0.0056881
442,2024-11-04,0.0037875000000000005
443,2024-11-05,-0.016113
444,2024-11-06,-0.00534985
445,2024-11-07,6.099999999999509e-06
446,2024-11-08,-0.005005750000000001
447,2024-11-11,0.0046709
448,2024-11-12,-0.00127415
449,2024-11-13,0.0019303500000000002
450,2024-11-14,0.0058305499999999994
451,2024-11-15,0.01408345
452,2024-11-18,0.0123414
453,2024-11-19,-0.0080558
454,2024-11-20,-0.008715299999999999
455,2024-11-21,-0.0025642
456,2024-11-22,0.0109624
457,2024-11-25,-0.00597055
458,2024-11-26,-0.00345315
459,2024-11-27,0.00531625
460,2024-11-28,-0.0036492000000000004
461,2024-11-29,-0.00317305
462,2024-12-02,-0.008903449999999999
463,2024-12-03,-0.0018633999999999999
464,2024-12-04,0.010695300000000001
465,2024-12-05,-0.0122553
466,2024-12-06,-0.0119662
467,2024-12-09,0.00273655
468,2024-12-10,-0.0005311999999999999
469,2024-12-11,-0.00782975
470,2024-12-12,-0.0008845999999999999
471,2024-12-13,0.028125400000000002
472,2024-12-16,0.015004400000000001
473,2024-12-17,0.01608335
474,2024-12-18,0.00156645
475,2024-12-19,-0.0101236
476,2024-12-20,-0.0048091
477,2024-12-23,0.03637845
478,2024-12-24,0.00028315
479,2024-12-25,0.02184995
480,2024-12-26,0.0006229999999999996
481,2024-12-27,-0.007048550000000001
482,2024-12-30,0.01108875
483,2024-12-31,0.004984799999999999
