,Date,Duokong_CumRet(%)
120,2023-07-05,5.063256657676396
121,2023-07-06,5.054121407510004
122,2023-07-07,6.284856703329322
123,2023-07-10,7.412145778981838
124,2023-07-11,7.385840544480571
125,2023-07-12,7.427216308842355
126,2023-07-13,8.265266765989265
127,2023-07-14,6.860227200216951
128,2023-07-17,6.822847492742334
129,2023-07-18,8.02018206114945
130,2023-07-19,8.422854294827896
131,2023-07-20,9.171606263159848
132,2023-07-21,11.305425351956732
133,2023-07-24,11.231106719449247
134,2023-07-25,14.893997117718726
135,2023-07-26,17.801022053991833
136,2023-07-27,18.61331311151404
137,2023-07-28,20.55009652532107
138,2023-07-31,22.455384773398922
139,2023-08-01,23.13223242165694
140,2023-08-02,22.918247071542975
141,2023-08-03,24.011340605013153
142,2023-08-04,22.65551221704447
143,2023-08-07,21.370885842614882
144,2023-08-08,21.073854873692245
145,2023-08-09,21.112985943587436
146,2023-08-10,21.63112546440198
147,2023-08-11,21.29370855925119
148,2023-08-14,19.47103406541675
149,2023-08-15,20.119152478118217
150,2023-08-16,22.875682824931822
151,2023-08-17,20.928760637059753
152,2023-08-18,21.111447715754174
153,2023-08-21,21.215403726900984
154,2023-08-22,19.153105455593344
155,2023-08-23,18.508070119209496
156,2023-08-24,18.15852464098939
157,2023-08-25,21.640721349347913
158,2023-08-28,24.165800263478342
159,2023-08-29,21.63304764483387
160,2023-08-30,17.573514271425637
161,2023-08-31,15.378234521030997
162,2023-09-01,13.756610741573105
163,2023-09-04,12.610461697876918
164,2023-09-05,11.801738406147443
165,2023-09-06,12.726825120328344
166,2023-09-07,13.108506877503245
167,2023-09-08,12.299368207278993
168,2023-09-11,11.349826514370754
169,2023-09-12,11.57170774617462
170,2023-09-13,12.921016929559137
171,2023-09-14,13.578804437377222
172,2023-09-15,13.45587809733464
173,2023-09-18,12.257409620229076
174,2023-09-19,13.237573966587135
175,2023-09-20,13.602029098398605
176,2023-09-21,14.522836025357133
177,2023-09-22,12.691466997624822
178,2023-09-25,10.808781369655662
179,2023-09-26,10.868706758620373
180,2023-09-27,10.060867470259026
181,2023-09-28,9.493432158886005
182,2023-10-09,10.43026891378065
183,2023-10-10,10.735785295757516
184,2023-10-11,10.641338744478745
185,2023-10-12,11.433337107546414
186,2023-10-13,10.778755398709272
187,2023-10-16,12.121039422124348
188,2023-10-17,11.578620257607986
189,2023-10-18,11.88348652173785
190,2023-10-19,12.262212123613935
191,2023-10-20,14.498161054922388
192,2023-10-23,15.05258977529056
193,2023-10-24,14.424517687707251
194,2023-10-25,14.773563957687696
195,2023-10-26,14.80877648710992
196,2023-10-27,13.870972477252618
197,2023-10-30,13.220854627636847
198,2023-10-31,13.992335870026839
199,2023-11-01,13.752917766999007
200,2023-11-02,14.79414941213333
201,2023-11-03,13.06960838492981
202,2023-11-06,12.305020386070066
203,2023-11-07,11.14056893644404
204,2023-11-08,10.698874087376819
205,2023-11-09,10.385944975162943
206,2023-11-10,11.004200095077078
207,2023-11-13,11.167687080977107
208,2023-11-14,10.61631758659287
209,2023-11-15,10.396268546017872
210,2023-11-16,9.92340820895472
211,2023-11-17,8.833028457396397
212,2023-11-20,7.73315098850309
213,2023-11-21,9.495843098374124
214,2023-11-22,10.477358361115808
215,2023-11-23,10.868492400657503
216,2023-11-24,10.764442320539501
217,2023-11-27,9.740081681514923
218,2023-11-28,10.589645497860523
219,2023-11-29,9.982088103424381
220,2023-11-30,9.327408725779929
221,2023-12-01,9.773666809087246
222,2023-12-04,10.028621638934698
223,2023-12-05,10.63489584845847
224,2023-12-06,11.169992585719136
225,2023-12-07,11.785257351185162
226,2023-12-08,10.447657318772352
227,2023-12-11,9.85501175674841
228,2023-12-12,9.67433321891209
229,2023-12-13,9.436328948393724
230,2023-12-14,10.855641529424132
231,2023-12-15,12.2763951451756
232,2023-12-18,12.137947122322101
233,2023-12-19,11.096493972910327
234,2023-12-20,10.298554514599289
235,2023-12-21,10.585319726481778
236,2023-12-22,11.780702798597154
237,2023-12-25,11.60565421801456
238,2023-12-26,12.321571008126874
239,2023-12-27,11.74796720930258
240,2023-12-28,11.599135679174877
241,2023-12-29,10.042545354764965
242,2024-01-02,11.272397348031626
243,2024-01-03,12.308465766978859
244,2024-01-04,13.178160064185175
245,2024-01-05,15.645144031460244
246,2024-01-08,13.94614339792204
247,2024-01-09,13.1645127353625
248,2024-01-10,14.245041452313556
249,2024-01-11,13.081078696484937
250,2024-01-12,15.295291028171153
251,2024-01-15,15.453499226519995
252,2024-01-16,14.93545937549059
253,2024-01-17,14.784577851195424
254,2024-01-18,13.815646794180125
255,2024-01-19,14.462791180287148
256,2024-01-22,16.779014437494965
257,2024-01-23,17.45346579642799
258,2024-01-24,17.645261433400282
259,2024-01-25,18.290657455360847
260,2024-01-26,20.587909339406927
261,2024-01-29,22.869939053327748
262,2024-01-30,21.97889239880997
263,2024-01-31,23.597235155821927
264,2024-02-01,23.3350298013006
265,2024-02-02,26.745977218733884
266,2024-02-05,30.713126305680262
267,2024-02-06,34.51649267745298
268,2024-02-07,38.998857972275694
269,2024-02-08,36.35578773798998
270,2024-02-19,33.79599417036347
271,2024-02-20,29.52815616871778
272,2024-02-21,29.151462384947923
273,2024-02-22,26.236023103362594
274,2024-02-23,23.513547599302775
275,2024-02-26,18.854128705344063
276,2024-02-27,17.28806510657741
277,2024-02-28,20.25411606983163
278,2024-02-29,19.790115562976183
279,2024-03-01,20.188513529315543
280,2024-03-04,18.535789260922584
281,2024-03-05,18.16995818131606
282,2024-03-06,18.282822308375035
283,2024-03-07,18.69819609547536
284,2024-03-08,17.75624875563033
285,2024-03-11,17.76168320651039
286,2024-03-12,16.741631506575615
287,2024-03-13,14.898164403455283
288,2024-03-14,16.077255111471732
289,2024-03-15,16.525052142378026
290,2024-03-18,15.50059884145789
291,2024-03-19,14.678875606030296
292,2024-03-20,13.255739429478353
293,2024-03-21,12.661118483538726
294,2024-03-22,11.040448862761565
295,2024-03-25,13.447200623659938
296,2024-03-26,14.619700131545589
297,2024-03-27,15.816490268499095
298,2024-03-28,14.538258410352768
299,2024-03-29,15.354051428967574
300,2024-04-01,15.093218615578952
301,2024-04-02,15.72265767352663
302,2024-04-03,16.43799149580265
303,2024-04-08,18.284063453872434
304,2024-04-09,18.835468272475353
305,2024-04-10,18.072372254737058
306,2024-04-11,20.275809347661887
307,2024-04-12,20.395555943448418
308,2024-04-15,22.08013658198693
309,2024-04-16,23.5956760215567
310,2024-04-17,21.82765223563594
311,2024-04-18,19.873896085350438
312,2024-04-19,19.688397224853162
313,2024-04-22,21.99811997681893
314,2024-04-23,21.18617978903121
315,2024-04-24,20.27901640298446
316,2024-04-25,19.68081472885501
317,2024-04-26,18.53630111356224
318,2024-04-29,19.709650470579998
319,2024-04-30,19.179929281765173
320,2024-05-06,17.15351294418732
321,2024-05-07,16.80898789332106
322,2024-05-08,16.417268952420816
323,2024-05-09,16.62859539988668
324,2024-05-10,17.99880645294225
325,2024-05-13,17.60517423449588
326,2024-05-14,17.86468769222043
327,2024-05-15,19.350260109127547
328,2024-05-16,20.712267374953907
329,2024-05-17,21.564333021060133
330,2024-05-20,20.976660644153068
331,2024-05-21,20.712840791453324
332,2024-05-22,21.365897260135092
333,2024-05-23,21.266777731842733
334,2024-05-24,21.152332210358303
335,2024-05-27,20.905114818866455
336,2024-05-28,21.443632245525414
337,2024-05-29,20.127735840510642
338,2024-05-30,20.145598834830135
339,2024-05-31,20.22160294065305
340,2024-06-03,19.984002975681303
341,2024-06-04,21.41444625995721
342,2024-06-05,20.807562221049114
343,2024-06-06,20.700079732941056
344,2024-06-07,20.753223978047465
345,2024-06-11,19.989079463730786
346,2024-06-12,19.251548588445043
347,2024-06-13,18.917232834554753
348,2024-06-14,19.87613383323947
349,2024-06-17,19.1989595470222
350,2024-06-18,17.977968844694182
351,2024-06-19,17.304409024966084
352,2024-06-20,18.402829915414507
353,2024-06-21,18.097877506825853
354,2024-06-24,18.33384887587224
355,2024-06-25,17.44919685506112
356,2024-06-26,17.593342254361332
357,2024-06-27,17.871873844825025
358,2024-06-28,17.25362407932154
359,2024-07-01,18.052455432130344
360,2024-07-02,19.16492274589501
361,2024-07-03,21.533295794238995
362,2024-07-04,21.598370797472022
363,2024-07-05,22.656367822188116
364,2024-07-08,22.7769512973941
365,2024-07-09,20.439241311606303
366,2024-07-10,21.154728690504122
367,2024-07-11,20.738931719374754
368,2024-07-12,20.755050366759285
369,2024-07-15,20.703838149898736
370,2024-07-16,20.67688498283986
371,2024-07-17,22.637787822303036
372,2024-07-18,22.466603866171276
373,2024-07-19,21.14645061647511
374,2024-07-22,20.091840477246038
375,2024-07-23,20.908831272604765
376,2024-07-24,21.214827342789476
377,2024-07-25,21.391382799555593
378,2024-07-26,21.920467141487453
379,2024-07-29,21.628876056248526
380,2024-07-30,21.01341569907249
381,2024-07-31,20.57418540545113
382,2024-08-01,20.49254462451313
383,2024-08-02,21.26942633060689
384,2024-08-05,22.453688976909735
385,2024-08-06,22.428224732287006
386,2024-08-07,20.28733460921599
387,2024-08-08,21.604769612789966
388,2024-08-09,22.3175377291599
389,2024-08-12,21.189445889822057
390,2024-08-13,21.9010642566148
391,2024-08-14,21.393346323985995
392,2024-08-15,21.9050921147494
393,2024-08-16,22.8305102405201
394,2024-08-19,23.88269481581695
395,2024-08-20,23.462918304433543
396,2024-08-21,23.825633838974202
397,2024-08-22,24.269771622427825
398,2024-08-23,25.229612697973725
399,2024-08-26,25.918031186377654
400,2024-08-27,26.404899549861337
401,2024-08-28,26.331477263957815
402,2024-08-29,26.12381989820518
403,2024-08-30,24.86281502828993
404,2024-09-02,25.444257455891428
405,2024-09-03,24.444134296685704
406,2024-09-04,24.545382044349463
407,2024-09-05,24.246996218047624
408,2024-09-06,24.642008480773868
409,2024-09-09,24.314256087373252
410,2024-09-10,24.786818084750983
411,2024-09-11,23.776837254559346
412,2024-09-12,23.909371303049664
413,2024-09-13,25.258131005151906
414,2024-09-18,24.280472503937055
415,2024-09-19,24.68698771547384
416,2024-09-20,24.588241855552575
417,2024-09-23,25.113051136132803
418,2024-09-24,26.789397118737956
419,2024-09-25,26.977381418376023
420,2024-09-26,27.91897584141494
421,2024-09-27,26.340071922604345
422,2024-09-30,26.071529782729286
423,2024-10-08,24.26325431317313
424,2024-10-09,26.384229243092115
425,2024-10-10,26.91034151258527
426,2024-10-11,26.061584185100315
427,2024-10-14,24.933093489633706
428,2024-10-15,24.021506679677262
429,2024-10-16,24.44203880452671
430,2024-10-17,24.908428899660272
431,2024-10-18,24.29283019867119
432,2024-10-21,22.558441831437428
433,2024-10-22,22.873778574347625
434,2024-10-23,21.256999252177433
435,2024-10-24,20.81682421919211
436,2024-10-25,19.80174542546729
437,2024-10-28,18.526282132882322
438,2024-10-29,20.113141629647878
439,2024-10-30,17.82425959709626
440,2024-10-31,13.992873888369783
441,2024-11-01,14.641276754334221
442,2024-11-04,15.075480590041268
443,2024-11-05,13.221269371293932
444,2024-11-06,12.61555256334792
445,2024-11-07,12.616239518218553
446,2024-11-08,12.052510777250225
447,2024-11-11,12.575896849839685
448,2024-11-12,12.432458270868473
449,2024-11-13,12.649492266691652
450,2024-11-14,13.306300763827196
451,2024-11-15,14.902044385319524
452,2024-11-18,16.320096475896495
453,2024-11-19,15.383045042705978
454,2024-11-20,14.377447190245295
455,2024-11-21,14.084160540160084
456,2024-11-22,15.334796741665514
457,2024-11-25,14.646184570979571
458,2024-11-26,14.25029409872829
459,2024-11-27,14.857677224730637
460,2024-11-28,14.438538589002148
461,2024-11-29,14.075419384132303
462,2024-12-02,13.059754591416661
463,2024-12-03,12.849079044711043
464,2024-12-04,14.056033799817946
465,2024-12-05,12.658242888791026
466,2024-12-06,11.310151822735182
467,2024-12-09,11.614757618705696
468,2024-12-10,11.555467859458645
469,2024-12-11,10.682016434986053
470,2024-12-12,10.584107123247666
471,2024-12-13,13.69432936973185
472,2024-12-16,15.400244565327071
473,2024-12-17,17.256267088756804
474,2024-12-18,17.43994316833801
475,2024-12-19,16.251028159679027
476,2024-12-20,15.691965340156312
477,2024-12-23,19.90065971668491
478,2024-12-24,19.9346095884837
479,2024-12-25,22.55517481126157
480,2024-12-26,22.631526685168968
481,2024-12-27,21.767152237752228
482,2024-12-30,23.1173977471286
483,2024-12-31,23.731113351418486
